2018-02-28 19:42:28.836675: [training]
2018-02-28 19:42:42.885695: iter: [1/100], train_loss: 0.777088, valid_loss: 0.000817, best_valid_loss: 0.000817, lr: 0.01000
2018-02-28 19:51:02.220935: iter: [7/100], train_loss: 0.006685, valid_loss: 0.000711, best_valid_loss: 0.000711, lr: 0.01000
2018-02-28 19:51:16.255457: iter: [8/100], train_loss: 0.006467, valid_loss: 0.000707, best_valid_loss: 0.000707, lr: 0.01000
2018-02-28 19:51:30.167839: iter: [9/100], train_loss: 0.006378, valid_loss: 0.000685, best_valid_loss: 0.000685, lr: 0.01000
2018-02-28 19:51:43.777273: iter: [10/100], train_loss: 0.006291, valid_loss: 0.000651, best_valid_loss: 0.000651, lr: 0.01000
2018-02-28 19:51:57.887550: iter: [11/100], train_loss: 0.006005, valid_loss: 0.000609, best_valid_loss: 0.000609, lr: 0.01000
2018-02-28 19:52:11.687576: iter: [12/100], train_loss: 0.005758, valid_loss: 0.000532, best_valid_loss: 0.000532, lr: 0.01000
2018-02-28 19:52:25.538525: iter: [13/100], train_loss: 0.004783, valid_loss: 0.000369, best_valid_loss: 0.000369, lr: 0.01000
2018-02-28 19:52:47.640823: [training]
2018-02-28 19:52:55.264571: iter: [1/100], train_loss: 0.518184, valid_loss: 0.000884, best_valid_loss: 0.000884, lr: 0.01000
2018-02-28 19:53:02.021100: iter: [2/100], train_loss: 0.007933, valid_loss: 0.000877, best_valid_loss: 0.000877, lr: 0.01000
2018-02-28 19:53:08.984537: iter: [3/100], train_loss: 0.007946, valid_loss: 0.000876, best_valid_loss: 0.000876, lr: 0.01000
2018-02-28 19:53:15.925816: iter: [4/100], train_loss: 0.008079, valid_loss: 0.000868, best_valid_loss: 0.000868, lr: 0.01000
2018-02-28 19:53:22.787212: iter: [5/100], train_loss: 0.008039, valid_loss: 0.000871, best_valid_loss: 0.000868, lr: 0.01000
2018-02-28 19:54:06.999880: [training]
2018-02-28 19:54:21.641956: iter: [1/100], train_loss: 0.777088, valid_loss: 0.000817, best_valid_loss: 0.000817, lr: 0.01000
2018-02-28 19:54:35.289624: iter: [2/100], train_loss: 0.007303, valid_loss: 0.000799, best_valid_loss: 0.000799, lr: 0.01000
2018-02-28 19:54:49.443420: iter: [3/100], train_loss: 0.007104, valid_loss: 0.000796, best_valid_loss: 0.000796, lr: 0.01000
2018-02-28 19:55:03.142680: iter: [4/100], train_loss: 0.007021, valid_loss: 0.000763, best_valid_loss: 0.000763, lr: 0.01000
2018-02-28 19:55:16.758468: iter: [5/100], train_loss: 0.006853, valid_loss: 0.000766, best_valid_loss: 0.000763, lr: 0.01000
2018-02-28 19:55:30.840731: iter: [6/100], train_loss: 0.006773, valid_loss: 0.000735, best_valid_loss: 0.000735, lr: 0.01000
2018-02-28 19:55:44.576611: iter: [7/100], train_loss: 0.006685, valid_loss: 0.000711, best_valid_loss: 0.000711, lr: 0.01000
2018-02-28 19:55:58.515347: iter: [8/100], train_loss: 0.006467, valid_loss: 0.000707, best_valid_loss: 0.000707, lr: 0.01000
2018-02-28 19:56:12.533190: iter: [9/100], train_loss: 0.006378, valid_loss: 0.000685, best_valid_loss: 0.000685, lr: 0.01000
2018-02-28 19:56:26.215377: iter: [10/100], train_loss: 0.006291, valid_loss: 0.000651, best_valid_loss: 0.000651, lr: 0.01000
2018-02-28 19:56:40.217055: iter: [11/100], train_loss: 0.006005, valid_loss: 0.000609, best_valid_loss: 0.000609, lr: 0.01000
2018-02-28 19:56:54.101729: iter: [12/100], train_loss: 0.005758, valid_loss: 0.000532, best_valid_loss: 0.000532, lr: 0.01000
2018-02-28 19:57:08.027117: iter: [13/100], train_loss: 0.004783, valid_loss: 0.000369, best_valid_loss: 0.000369, lr: 0.01000
2018-02-28 19:57:22.134835: iter: [14/100], train_loss: 0.003493, valid_loss: 0.000245, best_valid_loss: 0.000245, lr: 0.01000
2018-02-28 19:57:36.014435: iter: [15/100], train_loss: 0.002912, valid_loss: 0.000208, best_valid_loss: 0.000208, lr: 0.01000
2018-02-28 19:57:49.855604: iter: [16/100], train_loss: 0.002684, valid_loss: 0.000180, best_valid_loss: 0.000180, lr: 0.01000
2018-02-28 19:58:03.854628: iter: [17/100], train_loss: 0.002332, valid_loss: 0.000142, best_valid_loss: 0.000142, lr: 0.01000
2018-02-28 19:58:13.815191: iter: [18/100], train_loss: 0.002130, valid_loss: 0.000159, best_valid_loss: 0.000142, lr: 0.01000
2018-02-28 19:58:21.921604: iter: [19/100], train_loss: 0.001899, valid_loss: 0.000122, best_valid_loss: 0.000122, lr: 0.01000
2018-02-28 19:58:30.073744: iter: [20/100], train_loss: 0.001792, valid_loss: 0.000105, best_valid_loss: 0.000105, lr: 0.01000
2018-02-28 19:58:38.122185: iter: [21/100], train_loss: 0.001579, valid_loss: 0.000106, best_valid_loss: 0.000105, lr: 0.01000
2018-02-28 19:58:46.247135: iter: [22/100], train_loss: 0.001497, valid_loss: 0.000121, best_valid_loss: 0.000105, lr: 0.01000
2018-02-28 19:58:54.362760: iter: [23/100], train_loss: 0.001364, valid_loss: 0.000104, best_valid_loss: 0.000104, lr: 0.01000
2018-02-28 19:59:02.569624: iter: [24/100], train_loss: 0.001354, valid_loss: 0.000092, best_valid_loss: 0.000092, lr: 0.01000
2018-02-28 19:59:10.618878: iter: [25/100], train_loss: 0.001301, valid_loss: 0.000080, best_valid_loss: 0.000080, lr: 0.01000
2018-02-28 19:59:18.860550: iter: [26/100], train_loss: 0.001255, valid_loss: 0.000080, best_valid_loss: 0.000080, lr: 0.01000
2018-02-28 19:59:26.833576: iter: [27/100], train_loss: 0.001159, valid_loss: 0.000086, best_valid_loss: 0.000080, lr: 0.01000
2018-02-28 19:59:34.953232: iter: [28/100], train_loss: 0.001089, valid_loss: 0.000068, best_valid_loss: 0.000068, lr: 0.01000
2018-02-28 19:59:42.995423: iter: [29/100], train_loss: 0.001082, valid_loss: 0.000069, best_valid_loss: 0.000068, lr: 0.01000
2018-02-28 19:59:51.050859: iter: [30/100], train_loss: 0.001063, valid_loss: 0.000078, best_valid_loss: 0.000068, lr: 0.01000
2018-02-28 19:59:59.066522: iter: [31/100], train_loss: 0.001076, valid_loss: 0.000096, best_valid_loss: 0.000068, lr: 0.01000
2018-02-28 20:00:07.115105: iter: [32/100], train_loss: 0.000975, valid_loss: 0.000074, best_valid_loss: 0.000068, lr: 0.01000
2018-02-28 20:00:15.314370: iter: [33/100], train_loss: 0.000974, valid_loss: 0.000066, best_valid_loss: 0.000066, lr: 0.01000
2018-02-28 20:00:23.425323: iter: [34/100], train_loss: 0.000960, valid_loss: 0.000086, best_valid_loss: 0.000066, lr: 0.01000
2018-02-28 20:00:31.495459: iter: [35/100], train_loss: 0.000877, valid_loss: 0.000082, best_valid_loss: 0.000066, lr: 0.01000
2018-02-28 20:00:39.512074: iter: [36/100], train_loss: 0.000969, valid_loss: 0.000080, best_valid_loss: 0.000066, lr: 0.01000
2018-02-28 20:00:47.709184: iter: [37/100], train_loss: 0.000948, valid_loss: 0.000063, best_valid_loss: 0.000063, lr: 0.01000
2018-02-28 20:00:55.864283: iter: [38/100], train_loss: 0.000872, valid_loss: 0.000063, best_valid_loss: 0.000063, lr: 0.01000
2018-02-28 20:01:03.972088: iter: [39/100], train_loss: 0.000812, valid_loss: 0.000070, best_valid_loss: 0.000063, lr: 0.01000
2018-02-28 20:01:12.060579: iter: [40/100], train_loss: 0.000782, valid_loss: 0.000059, best_valid_loss: 0.000059, lr: 0.01000
2018-02-28 20:01:20.159502: iter: [41/100], train_loss: 0.000845, valid_loss: 0.000057, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 20:01:28.287957: iter: [42/100], train_loss: 0.000753, valid_loss: 0.000055, best_valid_loss: 0.000055, lr: 0.01000
2018-02-28 20:01:36.377106: iter: [43/100], train_loss: 0.000709, valid_loss: 0.000065, best_valid_loss: 0.000055, lr: 0.01000
2018-02-28 20:01:44.439107: iter: [44/100], train_loss: 0.000768, valid_loss: 0.000066, best_valid_loss: 0.000055, lr: 0.01000
2018-02-28 20:01:52.438382: iter: [45/100], train_loss: 0.000726, valid_loss: 0.000056, best_valid_loss: 0.000055, lr: 0.01000
2018-02-28 20:02:00.604190: iter: [46/100], train_loss: 0.000728, valid_loss: 0.000058, best_valid_loss: 0.000055, lr: 0.01000
2018-02-28 20:02:08.688509: iter: [47/100], train_loss: 0.000823, valid_loss: 0.000068, best_valid_loss: 0.000055, lr: 0.01000
2018-02-28 20:02:16.726512: iter: [48/100], train_loss: 0.000736, valid_loss: 0.000059, best_valid_loss: 0.000055, lr: 0.01000
2018-02-28 20:02:24.785989: iter: [49/100], train_loss: 0.000701, valid_loss: 0.000066, best_valid_loss: 0.000055, lr: 0.01000
2018-02-28 20:02:32.827101: iter: [50/100], train_loss: 0.000772, valid_loss: 0.000058, best_valid_loss: 0.000055, lr: 0.01000
2018-02-28 20:02:40.846590: iter: [51/100], train_loss: 0.000840, valid_loss: 0.000066, best_valid_loss: 0.000055, lr: 0.01000
2018-02-28 20:02:48.949213: iter: [52/100], train_loss: 0.000648, valid_loss: 0.000055, best_valid_loss: 0.000055, lr: 0.01000
2018-02-28 20:02:57.052144: iter: [53/100], train_loss: 0.000663, valid_loss: 0.000052, best_valid_loss: 0.000052, lr: 0.01000
2018-02-28 20:03:05.214307: iter: [54/100], train_loss: 0.000656, valid_loss: 0.000051, best_valid_loss: 0.000051, lr: 0.01000
2018-02-28 20:03:13.302922: iter: [55/100], train_loss: 0.000654, valid_loss: 0.000065, best_valid_loss: 0.000051, lr: 0.01000
2018-02-28 20:03:21.327143: iter: [56/100], train_loss: 0.000651, valid_loss: 0.000055, best_valid_loss: 0.000051, lr: 0.01000
2018-02-28 20:03:29.311427: iter: [57/100], train_loss: 0.000667, valid_loss: 0.000055, best_valid_loss: 0.000051, lr: 0.01000
2018-02-28 20:03:37.320141: iter: [58/100], train_loss: 0.000630, valid_loss: 0.000054, best_valid_loss: 0.000051, lr: 0.01000
2018-02-28 20:03:45.482016: iter: [59/100], train_loss: 0.000652, valid_loss: 0.000053, best_valid_loss: 0.000051, lr: 0.01000
2018-02-28 20:03:53.655656: iter: [60/100], train_loss: 0.000642, valid_loss: 0.000051, best_valid_loss: 0.000051, lr: 0.01000
2018-02-28 20:04:01.733912: iter: [61/100], train_loss: 0.000650, valid_loss: 0.000051, best_valid_loss: 0.000051, lr: 0.01000
2018-02-28 20:04:09.712164: iter: [62/100], train_loss: 0.000622, valid_loss: 0.000055, best_valid_loss: 0.000051, lr: 0.01000
2018-02-28 20:04:17.732785: iter: [63/100], train_loss: 0.000634, valid_loss: 0.000054, best_valid_loss: 0.000051, lr: 0.01000
2018-02-28 20:04:25.882328: iter: [64/100], train_loss: 0.000623, valid_loss: 0.000053, best_valid_loss: 0.000051, lr: 0.01000
2018-02-28 20:04:33.969521: iter: [65/100], train_loss: 0.000645, valid_loss: 0.000052, best_valid_loss: 0.000051, lr: 0.01000
2018-02-28 20:04:41.970682: iter: [66/100], train_loss: 0.000637, valid_loss: 0.000051, best_valid_loss: 0.000051, lr: 0.01000
2018-02-28 20:04:50.024080: iter: [67/100], train_loss: 0.000622, valid_loss: 0.000053, best_valid_loss: 0.000051, lr: 0.01000
2018-02-28 20:04:58.113730: iter: [68/100], train_loss: 0.000644, valid_loss: 0.000053, best_valid_loss: 0.000051, lr: 0.01000
2018-02-28 20:05:06.180740: iter: [69/100], train_loss: 0.000659, valid_loss: 0.000058, best_valid_loss: 0.000051, lr: 0.01000
2018-02-28 20:05:14.216637: iter: [70/100], train_loss: 0.000630, valid_loss: 0.000052, best_valid_loss: 0.000051, lr: 0.01000
2018-02-28 20:05:22.253252: iter: [71/100], train_loss: 0.000626, valid_loss: 0.000053, best_valid_loss: 0.000051, lr: 0.01000
2018-02-28 20:05:30.299454: iter: [72/100], train_loss: 0.000672, valid_loss: 0.000051, best_valid_loss: 0.000051, lr: 0.01000
2018-02-28 20:05:38.305818: iter: [73/100], train_loss: 0.000647, valid_loss: 0.000052, best_valid_loss: 0.000051, lr: 0.01000
2018-02-28 20:05:46.443922: iter: [74/100], train_loss: 0.000620, valid_loss: 0.000053, best_valid_loss: 0.000051, lr: 0.01000
2018-02-28 20:05:54.529887: iter: [75/100], train_loss: 0.000629, valid_loss: 0.000053, best_valid_loss: 0.000051, lr: 0.01000
2018-02-28 20:06:02.559091: iter: [76/100], train_loss: 0.000632, valid_loss: 0.000054, best_valid_loss: 0.000051, lr: 0.01000
2018-02-28 20:06:10.688685: iter: [77/100], train_loss: 0.000608, valid_loss: 0.000052, best_valid_loss: 0.000051, lr: 0.01000
2018-02-28 20:06:18.702863: iter: [78/100], train_loss: 0.000637, valid_loss: 0.000052, best_valid_loss: 0.000051, lr: 0.01000
2018-02-28 20:06:26.885545: iter: [79/100], train_loss: 0.000619, valid_loss: 0.000051, best_valid_loss: 0.000051, lr: 0.01000
2018-02-28 20:06:34.939522: iter: [80/100], train_loss: 0.000664, valid_loss: 0.000052, best_valid_loss: 0.000051, lr: 0.01000
2018-02-28 20:06:42.958380: iter: [81/100], train_loss: 0.000627, valid_loss: 0.000055, best_valid_loss: 0.000051, lr: 0.01000
2018-02-28 20:06:51.043157: iter: [82/100], train_loss: 0.000627, valid_loss: 0.000052, best_valid_loss: 0.000051, lr: 0.01000
2018-02-28 20:06:59.218247: iter: [83/100], train_loss: 0.000620, valid_loss: 0.000051, best_valid_loss: 0.000051, lr: 0.01000
2018-02-28 20:07:07.338587: iter: [84/100], train_loss: 0.000614, valid_loss: 0.000053, best_valid_loss: 0.000051, lr: 0.01000
2018-02-28 20:07:15.443078: iter: [85/100], train_loss: 0.000610, valid_loss: 0.000050, best_valid_loss: 0.000050, lr: 0.01000
2018-02-28 20:07:23.501980: iter: [86/100], train_loss: 0.000615, valid_loss: 0.000053, best_valid_loss: 0.000050, lr: 0.01000
2018-02-28 20:07:31.614496: iter: [87/100], train_loss: 0.000645, valid_loss: 0.000051, best_valid_loss: 0.000050, lr: 0.01000
2018-02-28 20:07:39.697499: iter: [88/100], train_loss: 0.000638, valid_loss: 0.000051, best_valid_loss: 0.000050, lr: 0.01000
2018-02-28 20:07:47.739636: iter: [89/100], train_loss: 0.000623, valid_loss: 0.000054, best_valid_loss: 0.000050, lr: 0.01000
2018-02-28 20:07:55.829805: iter: [90/100], train_loss: 0.000624, valid_loss: 0.000050, best_valid_loss: 0.000050, lr: 0.01000
2018-02-28 20:08:04.041912: iter: [91/100], train_loss: 0.000635, valid_loss: 0.000050, best_valid_loss: 0.000050, lr: 0.01000
2018-02-28 20:08:12.064033: iter: [92/100], train_loss: 0.000619, valid_loss: 0.000071, best_valid_loss: 0.000050, lr: 0.01000
2018-02-28 20:08:20.123147: iter: [93/100], train_loss: 0.000626, valid_loss: 0.000051, best_valid_loss: 0.000050, lr: 0.01000
2018-02-28 20:08:28.189696: iter: [94/100], train_loss: 0.000614, valid_loss: 0.000051, best_valid_loss: 0.000050, lr: 0.01000
2018-02-28 20:08:36.223404: iter: [95/100], train_loss: 0.000619, valid_loss: 0.000055, best_valid_loss: 0.000050, lr: 0.01000
2018-02-28 20:08:44.354865: iter: [96/100], train_loss: 0.000616, valid_loss: 0.000056, best_valid_loss: 0.000050, lr: 0.01000
2018-02-28 20:08:52.391794: iter: [97/100], train_loss: 0.000612, valid_loss: 0.000054, best_valid_loss: 0.000050, lr: 0.01000
2018-02-28 20:09:00.470342: iter: [98/100], train_loss: 0.000628, valid_loss: 0.000053, best_valid_loss: 0.000050, lr: 0.01000
2018-02-28 20:09:08.515866: iter: [99/100], train_loss: 0.000633, valid_loss: 0.000051, best_valid_loss: 0.000050, lr: 0.01000
2018-02-28 20:09:16.552156: iter: [100/100], train_loss: 0.000616, valid_loss: 0.000056, best_valid_loss: 0.000050, lr: 0.01000
