2018-02-28 04:59:43.946965: [training]
2018-02-28 04:59:57.919727: iter: [1/100], train_loss: 0.772900, valid_loss: 0.001564, best_valid_loss: 0.001564, lr: 0.01000
2018-02-28 05:11:28.374974: iter: [50/100], train_loss: 0.000902, valid_loss: 0.000072, best_valid_loss: 0.000063, lr: 0.01000
2018-02-28 05:11:42.593851: iter: [51/100], train_loss: 0.001035, valid_loss: 0.000104, best_valid_loss: 0.000063, lr: 0.01000
2018-02-28 05:11:56.455272: iter: [52/100], train_loss: 0.000729, valid_loss: 0.000064, best_valid_loss: 0.000063, lr: 0.01000
2018-02-28 05:12:10.631018: iter: [53/100], train_loss: 0.000821, valid_loss: 0.000060, best_valid_loss: 0.000060, lr: 0.01000
2018-02-28 05:12:24.922182: iter: [54/100], train_loss: 0.000751, valid_loss: 0.000057, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 05:12:39.194622: iter: [55/100], train_loss: 0.000770, valid_loss: 0.000086, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 05:12:53.124602: iter: [56/100], train_loss: 0.000811, valid_loss: 0.000070, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 05:13:07.088527: iter: [57/100], train_loss: 0.000796, valid_loss: 0.000063, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 05:13:19.574674: iter: [58/100], train_loss: 0.000712, valid_loss: 0.000069, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 05:13:27.215904: iter: [59/100], train_loss: 0.000823, valid_loss: 0.000059, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 05:13:34.844456: iter: [60/100], train_loss: 0.000702, valid_loss: 0.000059, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 05:13:42.498537: iter: [61/100], train_loss: 0.000709, valid_loss: 0.000060, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 05:13:50.146084: iter: [62/100], train_loss: 0.000684, valid_loss: 0.000064, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 05:13:57.821346: iter: [63/100], train_loss: 0.000703, valid_loss: 0.000062, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 05:14:05.480818: iter: [64/100], train_loss: 0.000693, valid_loss: 0.000059, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 05:14:13.119311: iter: [65/100], train_loss: 0.000708, valid_loss: 0.000060, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 05:14:20.778758: iter: [66/100], train_loss: 0.000725, valid_loss: 0.000060, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 05:14:28.512104: iter: [67/100], train_loss: 0.000671, valid_loss: 0.000057, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 05:14:36.110826: iter: [68/100], train_loss: 0.000728, valid_loss: 0.000061, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 05:14:43.768983: iter: [69/100], train_loss: 0.000693, valid_loss: 0.000064, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 05:14:51.589147: iter: [70/100], train_loss: 0.000668, valid_loss: 0.000057, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 05:14:59.284828: iter: [71/100], train_loss: 0.000683, valid_loss: 0.000057, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 05:15:06.931359: iter: [72/100], train_loss: 0.000752, valid_loss: 0.000059, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 05:15:14.579099: iter: [73/100], train_loss: 0.000729, valid_loss: 0.000062, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 05:15:22.205943: iter: [74/100], train_loss: 0.000679, valid_loss: 0.000062, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 05:15:29.844906: iter: [75/100], train_loss: 0.000701, valid_loss: 0.000060, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 05:15:37.486287: iter: [76/100], train_loss: 0.000700, valid_loss: 0.000057, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 05:15:45.227676: iter: [77/100], train_loss: 0.000676, valid_loss: 0.000056, best_valid_loss: 0.000056, lr: 0.01000
2018-02-28 05:15:52.932679: iter: [78/100], train_loss: 0.000702, valid_loss: 0.000055, best_valid_loss: 0.000055, lr: 0.01000
2018-02-28 05:16:00.565289: iter: [79/100], train_loss: 0.000680, valid_loss: 0.000058, best_valid_loss: 0.000055, lr: 0.01000
2018-02-28 05:16:08.208722: iter: [80/100], train_loss: 0.000754, valid_loss: 0.000061, best_valid_loss: 0.000055, lr: 0.01000
2018-02-28 05:16:15.862803: iter: [81/100], train_loss: 0.000728, valid_loss: 0.000061, best_valid_loss: 0.000055, lr: 0.01000
2018-02-28 05:16:23.540172: iter: [82/100], train_loss: 0.000693, valid_loss: 0.000055, best_valid_loss: 0.000055, lr: 0.01000
2018-02-28 05:16:31.178263: iter: [83/100], train_loss: 0.000683, valid_loss: 0.000055, best_valid_loss: 0.000055, lr: 0.01000
2018-02-28 05:16:38.849845: iter: [84/100], train_loss: 0.000671, valid_loss: 0.000056, best_valid_loss: 0.000055, lr: 0.01000
2018-02-28 05:16:46.574660: iter: [85/100], train_loss: 0.000703, valid_loss: 0.000054, best_valid_loss: 0.000054, lr: 0.01000
2018-02-28 05:16:54.176722: iter: [86/100], train_loss: 0.000679, valid_loss: 0.000062, best_valid_loss: 0.000054, lr: 0.01000
2018-02-28 05:17:01.833261: iter: [87/100], train_loss: 0.000693, valid_loss: 0.000055, best_valid_loss: 0.000054, lr: 0.01000
2018-02-28 05:17:09.445867: iter: [88/100], train_loss: 0.000698, valid_loss: 0.000056, best_valid_loss: 0.000054, lr: 0.01000
2018-02-28 05:17:17.086983: iter: [89/100], train_loss: 0.000683, valid_loss: 0.000059, best_valid_loss: 0.000054, lr: 0.01000
2018-02-28 05:17:24.762618: iter: [90/100], train_loss: 0.000682, valid_loss: 0.000055, best_valid_loss: 0.000054, lr: 0.01000
2018-02-28 05:17:32.383124: iter: [91/100], train_loss: 0.000680, valid_loss: 0.000055, best_valid_loss: 0.000054, lr: 0.01000
2018-02-28 05:17:40.034446: iter: [92/100], train_loss: 0.000737, valid_loss: 0.000115, best_valid_loss: 0.000054, lr: 0.01000
2018-02-28 05:17:47.645566: iter: [93/100], train_loss: 0.000682, valid_loss: 0.000055, best_valid_loss: 0.000054, lr: 0.01000
2018-02-28 05:17:55.302116: iter: [94/100], train_loss: 0.000674, valid_loss: 0.000056, best_valid_loss: 0.000054, lr: 0.01000
2018-02-28 05:18:02.925840: iter: [95/100], train_loss: 0.000698, valid_loss: 0.000059, best_valid_loss: 0.000054, lr: 0.01000
2018-02-28 05:18:10.539726: iter: [96/100], train_loss: 0.000664, valid_loss: 0.000064, best_valid_loss: 0.000054, lr: 0.01000
2018-02-28 05:18:18.207538: iter: [97/100], train_loss: 0.000657, valid_loss: 0.000066, best_valid_loss: 0.000054, lr: 0.01000
2018-02-28 05:18:25.865778: iter: [98/100], train_loss: 0.000697, valid_loss: 0.000061, best_valid_loss: 0.000054, lr: 0.01000
2018-02-28 05:18:33.497445: iter: [99/100], train_loss: 0.000670, valid_loss: 0.000057, best_valid_loss: 0.000054, lr: 0.01000
2018-02-28 05:18:41.125374: iter: [100/100], train_loss: 0.000671, valid_loss: 0.000058, best_valid_loss: 0.000054, lr: 0.01000
2018-02-28 08:13:44.268417: [training]
2018-02-28 08:13:52.293091: iter: [1/100], train_loss: 0.772899, valid_loss: 0.001564, best_valid_loss: 0.001564, lr: 0.01000
2018-02-28 08:13:59.890412: iter: [2/100], train_loss: 0.014585, valid_loss: 0.001561, best_valid_loss: 0.001561, lr: 0.01000
2018-02-28 08:14:07.406468: iter: [3/100], train_loss: 0.014255, valid_loss: 0.001548, best_valid_loss: 0.001548, lr: 0.01000
2018-02-28 08:14:14.980151: iter: [4/100], train_loss: 0.013813, valid_loss: 0.001509, best_valid_loss: 0.001509, lr: 0.01000
2018-02-28 08:14:22.432328: iter: [5/100], train_loss: 0.013623, valid_loss: 0.001519, best_valid_loss: 0.001509, lr: 0.01000
2018-02-28 08:14:29.979480: iter: [6/100], train_loss: 0.013425, valid_loss: 0.001432, best_valid_loss: 0.001432, lr: 0.01000
2018-02-28 08:14:37.600043: iter: [7/100], train_loss: 0.012916, valid_loss: 0.001318, best_valid_loss: 0.001318, lr: 0.01000
2018-02-28 08:14:45.112676: iter: [8/100], train_loss: 0.011707, valid_loss: 0.001169, best_valid_loss: 0.001169, lr: 0.01000
2018-02-28 08:14:52.666733: iter: [9/100], train_loss: 0.010123, valid_loss: 0.000906, best_valid_loss: 0.000906, lr: 0.01000
2018-02-28 08:15:00.230054: iter: [10/100], train_loss: 0.008293, valid_loss: 0.000676, best_valid_loss: 0.000676, lr: 0.01000
2018-02-28 08:15:07.898389: iter: [11/100], train_loss: 0.006232, valid_loss: 0.000502, best_valid_loss: 0.000502, lr: 0.01000
2018-02-28 08:15:15.657072: iter: [12/100], train_loss: 0.005114, valid_loss: 0.000327, best_valid_loss: 0.000327, lr: 0.01000
2018-02-28 08:15:23.500516: iter: [13/100], train_loss: 0.004580, valid_loss: 0.000293, best_valid_loss: 0.000293, lr: 0.01000
2018-02-28 08:15:31.377740: iter: [14/100], train_loss: 0.003768, valid_loss: 0.000197, best_valid_loss: 0.000197, lr: 0.01000
2018-02-28 08:15:39.133369: iter: [15/100], train_loss: 0.003208, valid_loss: 0.000179, best_valid_loss: 0.000179, lr: 0.01000
2018-02-28 08:15:46.865171: iter: [16/100], train_loss: 0.002663, valid_loss: 0.000145, best_valid_loss: 0.000145, lr: 0.01000
2018-02-28 08:15:54.609748: iter: [17/100], train_loss: 0.002083, valid_loss: 0.000139, best_valid_loss: 0.000139, lr: 0.01000
2018-02-28 08:16:02.306329: iter: [18/100], train_loss: 0.001957, valid_loss: 0.000185, best_valid_loss: 0.000139, lr: 0.01000
2018-02-28 08:16:10.098032: iter: [19/100], train_loss: 0.001772, valid_loss: 0.000112, best_valid_loss: 0.000112, lr: 0.01000
2018-02-28 08:16:17.850743: iter: [20/100], train_loss: 0.001622, valid_loss: 0.000106, best_valid_loss: 0.000106, lr: 0.01000
2018-02-28 08:16:25.639251: iter: [21/100], train_loss: 0.001504, valid_loss: 0.000102, best_valid_loss: 0.000102, lr: 0.01000
2018-02-28 08:16:33.338593: iter: [22/100], train_loss: 0.001437, valid_loss: 0.000115, best_valid_loss: 0.000102, lr: 0.01000
2018-02-28 08:16:41.157808: iter: [23/100], train_loss: 0.001294, valid_loss: 0.000098, best_valid_loss: 0.000098, lr: 0.01000
2018-02-28 08:16:48.963225: iter: [24/100], train_loss: 0.001323, valid_loss: 0.000090, best_valid_loss: 0.000090, lr: 0.01000
2018-02-28 08:16:56.734441: iter: [25/100], train_loss: 0.001249, valid_loss: 0.000087, best_valid_loss: 0.000087, lr: 0.01000
2018-02-28 08:17:04.489204: iter: [26/100], train_loss: 0.001258, valid_loss: 0.000097, best_valid_loss: 0.000087, lr: 0.01000
2018-02-28 08:17:12.386201: iter: [27/100], train_loss: 0.001222, valid_loss: 0.000074, best_valid_loss: 0.000074, lr: 0.01000
2018-02-28 08:17:20.228854: iter: [28/100], train_loss: 0.001007, valid_loss: 0.000073, best_valid_loss: 0.000073, lr: 0.01000
2018-02-28 08:17:28.064811: iter: [29/100], train_loss: 0.000968, valid_loss: 0.000072, best_valid_loss: 0.000072, lr: 0.01000
2018-02-28 08:17:35.826914: iter: [30/100], train_loss: 0.000990, valid_loss: 0.000083, best_valid_loss: 0.000072, lr: 0.01000
2018-02-28 08:17:43.494443: iter: [31/100], train_loss: 0.001265, valid_loss: 0.000130, best_valid_loss: 0.000072, lr: 0.01000
2018-02-28 08:17:51.212717: iter: [32/100], train_loss: 0.001118, valid_loss: 0.000072, best_valid_loss: 0.000072, lr: 0.01000
2018-02-28 08:17:59.040161: iter: [33/100], train_loss: 0.000904, valid_loss: 0.000069, best_valid_loss: 0.000069, lr: 0.01000
2018-02-28 08:18:06.730656: iter: [34/100], train_loss: 0.001020, valid_loss: 0.000099, best_valid_loss: 0.000069, lr: 0.01000
2018-02-28 08:18:14.459982: iter: [35/100], train_loss: 0.001022, valid_loss: 0.000101, best_valid_loss: 0.000069, lr: 0.01000
2018-02-28 08:18:22.146837: iter: [36/100], train_loss: 0.001146, valid_loss: 0.000080, best_valid_loss: 0.000069, lr: 0.01000
2018-02-28 08:18:29.897638: iter: [37/100], train_loss: 0.001025, valid_loss: 0.000074, best_valid_loss: 0.000069, lr: 0.01000
2018-02-28 08:18:37.581338: iter: [38/100], train_loss: 0.000888, valid_loss: 0.000070, best_valid_loss: 0.000069, lr: 0.01000
2018-02-28 08:18:45.301842: iter: [39/100], train_loss: 0.000789, valid_loss: 0.000079, best_valid_loss: 0.000069, lr: 0.01000
2018-02-28 08:18:53.080087: iter: [40/100], train_loss: 0.000791, valid_loss: 0.000068, best_valid_loss: 0.000068, lr: 0.01000
2018-02-28 08:19:00.807747: iter: [41/100], train_loss: 0.000929, valid_loss: 0.000069, best_valid_loss: 0.000068, lr: 0.01000
2018-02-28 08:19:08.568669: iter: [42/100], train_loss: 0.000802, valid_loss: 0.000064, best_valid_loss: 0.000064, lr: 0.01000
2018-02-28 08:19:16.372439: iter: [43/100], train_loss: 0.000745, valid_loss: 0.000085, best_valid_loss: 0.000064, lr: 0.01000
2018-02-28 08:19:24.112829: iter: [44/100], train_loss: 0.000887, valid_loss: 0.000066, best_valid_loss: 0.000064, lr: 0.01000
2018-02-28 08:19:31.859365: iter: [45/100], train_loss: 0.000756, valid_loss: 0.000063, best_valid_loss: 0.000063, lr: 0.01000
2018-02-28 08:19:39.501268: iter: [46/100], train_loss: 0.000793, valid_loss: 0.000067, best_valid_loss: 0.000063, lr: 0.01000
2018-02-28 08:19:47.235277: iter: [47/100], train_loss: 0.000954, valid_loss: 0.000069, best_valid_loss: 0.000063, lr: 0.01000
2018-02-28 08:19:54.911691: iter: [48/100], train_loss: 0.000922, valid_loss: 0.000086, best_valid_loss: 0.000063, lr: 0.01000
2018-02-28 08:20:02.617865: iter: [49/100], train_loss: 0.000836, valid_loss: 0.000073, best_valid_loss: 0.000063, lr: 0.01000
2018-02-28 08:20:10.362900: iter: [50/100], train_loss: 0.000903, valid_loss: 0.000072, best_valid_loss: 0.000063, lr: 0.01000
2018-02-28 08:20:18.094895: iter: [51/100], train_loss: 0.001031, valid_loss: 0.000103, best_valid_loss: 0.000063, lr: 0.01000
2018-02-28 08:20:25.774839: iter: [52/100], train_loss: 0.000729, valid_loss: 0.000064, best_valid_loss: 0.000063, lr: 0.01000
2018-02-28 08:20:33.535011: iter: [53/100], train_loss: 0.000820, valid_loss: 0.000060, best_valid_loss: 0.000060, lr: 0.01000
2018-02-28 08:20:41.327735: iter: [54/100], train_loss: 0.000750, valid_loss: 0.000057, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 08:20:48.999629: iter: [55/100], train_loss: 0.000772, valid_loss: 0.000086, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 08:20:56.696316: iter: [56/100], train_loss: 0.000810, valid_loss: 0.000070, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 08:21:04.393811: iter: [57/100], train_loss: 0.000794, valid_loss: 0.000063, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 08:21:12.117104: iter: [58/100], train_loss: 0.000712, valid_loss: 0.000069, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 08:21:19.857218: iter: [59/100], train_loss: 0.000822, valid_loss: 0.000059, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 08:21:27.542992: iter: [60/100], train_loss: 0.000702, valid_loss: 0.000059, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 08:21:35.226847: iter: [61/100], train_loss: 0.000708, valid_loss: 0.000060, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 08:21:42.902074: iter: [62/100], train_loss: 0.000684, valid_loss: 0.000064, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 08:21:50.627352: iter: [63/100], train_loss: 0.000703, valid_loss: 0.000062, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 08:21:58.333544: iter: [64/100], train_loss: 0.000692, valid_loss: 0.000059, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 08:22:06.012901: iter: [65/100], train_loss: 0.000708, valid_loss: 0.000060, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 08:22:13.702603: iter: [66/100], train_loss: 0.000725, valid_loss: 0.000060, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 08:22:21.520704: iter: [67/100], train_loss: 0.000671, valid_loss: 0.000057, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 08:22:29.280293: iter: [68/100], train_loss: 0.000728, valid_loss: 0.000061, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 08:22:36.975248: iter: [69/100], train_loss: 0.000693, valid_loss: 0.000064, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 08:22:44.726712: iter: [70/100], train_loss: 0.000668, valid_loss: 0.000057, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 08:22:52.452047: iter: [71/100], train_loss: 0.000683, valid_loss: 0.000057, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 08:23:00.087037: iter: [72/100], train_loss: 0.000752, valid_loss: 0.000059, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 08:23:07.798507: iter: [73/100], train_loss: 0.000729, valid_loss: 0.000062, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 08:23:15.447393: iter: [74/100], train_loss: 0.000679, valid_loss: 0.000062, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 08:23:23.140200: iter: [75/100], train_loss: 0.000701, valid_loss: 0.000060, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 08:23:30.844346: iter: [76/100], train_loss: 0.000700, valid_loss: 0.000057, best_valid_loss: 0.000057, lr: 0.01000
2018-02-28 08:23:38.631386: iter: [77/100], train_loss: 0.000676, valid_loss: 0.000056, best_valid_loss: 0.000056, lr: 0.01000
2018-02-28 08:23:46.447793: iter: [78/100], train_loss: 0.000701, valid_loss: 0.000055, best_valid_loss: 0.000055, lr: 0.01000
2018-02-28 08:23:54.132024: iter: [79/100], train_loss: 0.000680, valid_loss: 0.000058, best_valid_loss: 0.000055, lr: 0.01000
2018-02-28 08:24:01.845331: iter: [80/100], train_loss: 0.000753, valid_loss: 0.000061, best_valid_loss: 0.000055, lr: 0.01000
2018-02-28 08:24:09.517818: iter: [81/100], train_loss: 0.000728, valid_loss: 0.000061, best_valid_loss: 0.000055, lr: 0.01000
2018-02-28 08:24:17.201908: iter: [82/100], train_loss: 0.000693, valid_loss: 0.000055, best_valid_loss: 0.000055, lr: 0.01000
2018-02-28 08:24:24.919319: iter: [83/100], train_loss: 0.000683, valid_loss: 0.000055, best_valid_loss: 0.000055, lr: 0.01000
2018-02-28 08:24:32.703240: iter: [84/100], train_loss: 0.000671, valid_loss: 0.000056, best_valid_loss: 0.000055, lr: 0.01000
2018-02-28 08:24:40.532381: iter: [85/100], train_loss: 0.000702, valid_loss: 0.000054, best_valid_loss: 0.000054, lr: 0.01000
2018-02-28 08:24:48.246549: iter: [86/100], train_loss: 0.000679, valid_loss: 0.000062, best_valid_loss: 0.000054, lr: 0.01000
2018-02-28 08:24:55.992940: iter: [87/100], train_loss: 0.000693, valid_loss: 0.000055, best_valid_loss: 0.000054, lr: 0.01000
2018-02-28 08:25:03.697603: iter: [88/100], train_loss: 0.000697, valid_loss: 0.000056, best_valid_loss: 0.000054, lr: 0.01000
2018-02-28 08:25:11.375655: iter: [89/100], train_loss: 0.000683, valid_loss: 0.000059, best_valid_loss: 0.000054, lr: 0.01000
2018-02-28 08:25:19.098687: iter: [90/100], train_loss: 0.000682, valid_loss: 0.000055, best_valid_loss: 0.000054, lr: 0.01000
2018-02-28 08:25:26.832589: iter: [91/100], train_loss: 0.000680, valid_loss: 0.000055, best_valid_loss: 0.000054, lr: 0.01000
2018-02-28 08:25:34.527922: iter: [92/100], train_loss: 0.000736, valid_loss: 0.000115, best_valid_loss: 0.000054, lr: 0.01000
2018-02-28 08:25:42.234949: iter: [93/100], train_loss: 0.000682, valid_loss: 0.000055, best_valid_loss: 0.000054, lr: 0.01000
2018-02-28 08:25:49.950209: iter: [94/100], train_loss: 0.000674, valid_loss: 0.000056, best_valid_loss: 0.000054, lr: 0.01000
2018-02-28 08:25:57.668895: iter: [95/100], train_loss: 0.000698, valid_loss: 0.000059, best_valid_loss: 0.000054, lr: 0.01000
2018-02-28 08:26:05.390175: iter: [96/100], train_loss: 0.000664, valid_loss: 0.000064, best_valid_loss: 0.000054, lr: 0.01000
2018-02-28 08:26:13.106072: iter: [97/100], train_loss: 0.000657, valid_loss: 0.000066, best_valid_loss: 0.000054, lr: 0.01000
2018-02-28 08:26:20.807275: iter: [98/100], train_loss: 0.000697, valid_loss: 0.000062, best_valid_loss: 0.000054, lr: 0.01000
